appid,name,price,positive_ratings,negative_ratings,owners,average_playtime,is_multiplayer,description_length,tag_count,addictive_tag_count,addiction_level
439370,Midair,0.0,423,353,,67,0,298,20,9,Low
439910,Risky Rescue,0.79,248,62,,209,1,150,4,2,Medium
439920,Royal Heroes,3.99,197,54,,377,0,285,6,2,High
439930,Control Craft 2,1.99,58,35,,625,0,127,20,3,High
439940,Lucid9: Inciting Incident,0.0,795,71,,1,0,261,12,0,Low
440730,Survival Zombies The Inverted Evolution,3.99,466,341,,164,0,151,12,5,Medium
440740,Tap Tap Legions - Epic battles within 5 seconds!,0.0,169,141,,1,0,91,7,3,Low
440750,Story of a Cube,4.79,18,9,,217,0,216,10,1,Medium
440760,Cube Destroyer,0.79,936,165,,193,0,61,8,2,Medium
440880,The Count Lucanor,7.19,728,37,,220,0,64,16,1,Medium
440900,Conan Exiles,33.99,22001,9594,,4431,0,188,20,9,High
441010,Mount Your Friends 3D: A Hard Man is Good to Climb,5.19,168,23,,257,0,263,18,4,Medium
441280,Pharaoh Rebirth+,6.99,181,11,,272,0,304,9,1,Medium
441380,PAC-MAN™ CHAMPIONSHIP EDITION 2,9.99,196,144,,27,0,164,4,0,Low
441550,STAR WARS™ Rebellion,4.79,355,67,,8,0,291,6,1,Low
441670,Jelly Killer,2.89,145,38,,223,0,244,5,1,Medium
441790,Fragmented,6.99,806,978,,148,0,234,20,9,Medium
441830,I am Setsuna,29.99,848,310,,1136,0,220,10,1,High
441870,OutDrive,1.99,1932,814,,51,0,240,7,0,Low
442000,Alone K.W.,0.79,13,28,,388,0,245,3,0,High
442070,Drawful 2,6.99,289,37,,331,0,151,11,3,High
442080,Riders of Icarus,0.0,5306,2741,,1859,0,270,20,9,High
442120,Pinball FX3,0.0,768,202,,145,0,304,3,0,Medium
442500,Age of Gladiators,6.99,436,117,,383,0,240,20,2,High
442780,STRAFE: Millennium Edition,11.39,1235,487,,181,0,249,20,4,Medium
442810,UFO Online: Invasion,0.0,256,212,,7,0,93,12,7,Low
443110,Armored Warfare,0.0,495,332,,276,0,298,10,3,Medium
443460,Star Sky 2 - ブルームーン 2,2.89,48,8,,162,0,102,7,0,Medium
443570,DreamBreak,4.99,33,39,,217,0,192,5,1,Medium
443580,Antenna,0.0,1513,546,,20,0,92,9,0,Low
443680,Revenge of Roger Rouge,0.79,19,10,,263,0,251,12,2,Medium
443810,This Is the Police,13.99,5315,1096,,198,0,283,20,1,Medium
443880,Loot Rascals,10.99,110,48,,11,0,143,9,3,Low
443940,Unknown Battle,2.79,186,429,,326,0,150,4,2,High
444090,Paladins®,0.0,169580,32407,,1595,0,228,20,9,High
444160,Bonsai,0.79,93,66,,294,0,169,3,0,High
444200,World of Tanks Blitz MMO,0.0,14069,5988,,5046,1,40,20,9,High
444220,Asteroid Bounty Hunter,4.99,398,190,,164,0,160,10,3,Medium
444260,Mindless Running,0.79,235,125,,338,0,132,4,0,High
444280,Alice's Patchwork,3.99,98,19,,211,0,117,2,0,Medium
444410,Find Out,0.79,27,33,,220,0,123,5,1,Medium
444480,Broken Dreams,1.59,278,119,,233,0,202,3,0,Medium
444490,POLYWAR,3.99,276,107,,256,0,115,4,2,Medium
444520,Leave Me Alone: A Trip To Hell,1.59,86,23,,238,0,243,5,1,Medium
444640,Bloons TD Battles,0.0,6486,1227,,526,1,295,20,7,High
444690,TRAPPED,19.49,65,37,,243,0,235,6,3,Medium
444720,Inexistence,4.79,206,100,,288,0,126,9,2,Medium
444770,Mimpi Dreams,0.0,311,22,,87,0,292,8,0,Low
444790,Abandoned Knight,3.19,105,211,,233,0,149,3,1,Medium
444880,Death Stair,1.69,162,92,,29,0,340,18,3,Low
444940,UBERMOSH:BLACK,0.79,205,21,,151,0,171,10,1,Medium
445110,Tasty Planet: Back for Seconds,4.79,215,25,,435,0,241,4,1,High
445130,The Average Everyday Adventures of Samantha Browne,0.0,686,164,,1,0,191,9,0,Low
445170,The Haunting of Billy Classic,1.99,28,9,,179,0,255,5,1,Medium
445220,Avorion,13.59,3190,398,,3584,1,261,19,7,High
445230,Lost girl`s [diary],0.0,735,164,,4,0,319,5,0,Low
445720,Battle Islands: Commanders,0.0,366,388,,10,0,235,7,3,Low
445980,Wizard of Legend,12.39,3990,535,,386,0,215,20,5,High
446020,Jalopy - The Road Trip Driving Indie Car Game (公路旅行驾驶游戏),10.99,3723,1172,,283,0,124,20,4,Medium
446120,Bunker Punks,10.99,208,42,,121,0,245,13,3,Low
446150,GUNS UP!,0.0,1637,940,,160,1,268,11,4,Medium
446380,Sophie's Curse,3.99,316,59,,221,0,299,7,0,Medium
446620,Zombie Training Simulator,14.99,481,50,,122,0,321,20,4,Low
446640,Space Pilgrim Episode IV: Sol,0.9,234,26,,335,0,219,8,0,High
446780,AMOK,0.79,70,98,,264,0,181,6,2,Medium
446800,Transport Fever,26.99,4418,1266,,849,0,290,20,5,High
446840,Splasher,10.99,567,37,,22,0,282,6,1,Low
447020,Farming Simulator 17,15.99,11211,1025,,4377,1,276,20,7,High
447040,Watch_Dogs® 2,49.99,20905,5366,,1231,0,170,20,5,High
447120,Where the Water Tastes Like Wine,14.99,279,50,,29,0,128,10,1,Low
447270,IKEA VR Experience,0.0,194,70,,8,0,276,20,3,Low
447530,VA-11 Hall-A: Cyberpunk Bartender Action,10.99,12348,294,,746,0,108,20,0,High
447820,Day of Infamy,11.39,14349,3169,,3902,0,302,20,8,High
447850,The Next Door,0.79,340,341,,178,0,49,5,0,Medium
447890,Cat on a Diet,3.99,517,95,,294,0,156,6,1,High
447920,Drift (Over) Drive,0.79,13,11,,271,0,236,2,0,Medium
447940,Brine,2.79,106,280,,120,0,77,4,1,Low
447950,Bad Caterpillar,1.59,84,7,,221,0,212,5,1,Medium
447970,Envoy,3.99,79,19,,243,0,232,5,1,Medium
448000,Sparkle ZERO,3.99,151,122,,222,0,195,3,1,Medium
448010,RePete,1.59,29,3,,208,0,213,4,0,Medium
448060,X-17,11.39,9,17,,250,0,110,6,1,Medium
448070,Red Risk,0.79,354,258,,227,0,229,7,2,Medium
448250,NUKED KNIGHT,3.19,133,62,,232,0,121,6,1,Medium
448260,Cubium Dreams,3.19,114,87,,232,0,118,6,1,Medium
448280,Job Simulator,15.49,1219,189,,102,0,129,21,4,Low
448310,Bitardia Cards: Memes of 2ch,0.0,137,48,,12,1,140,5,1,Low
448350,Case #8,3.19,112,78,,193,0,171,3,0,Medium
448440,Bizarre Earthquake,1.69,218,157,,261,0,199,9,0,Medium
448470,Bacteria,0.79,154,124,,344,0,126,3,0,High
448510,Overcooked,12.99,6653,650,,152,0,225,20,3,Medium
448610,Draw Rider,1.69,87,37,,284,1,237,8,1,Medium
448630,Rabiez: Epidemic,1.59,41,69,,253,0,132,4,1,Medium
448660,Shake Your Money Simulator 2016,0.79,433,253,,238,0,227,3,0,Medium
448780,Sixtieth Kilometer,0.79,1045,318,,320,0,269,9,0,High
448790,Infinity Wings - Scout & Grunt,1.99,27,16,,204,0,126,20,3,Medium
448830,ASMR Universe,1.99,75,23,,215,0,214,12,1,Medium
448850,Overload,23.79,914,39,,196,0,183,14,4,Medium
448910,Axes and Acres,6.99,69,16,,192,0,237,6,1,Medium
448940,Envoy 2,0.79,60,78,,292,0,104,3,0,Medium
449000,Steno Arcade,0.0,126,42,,1,0,147,11,0,Low
449040,Jesus Christ RPG Trilogy,0.0,1043,201,,196,0,93,20,2,Medium
449060,Cellar,0.79,113,25,,23,0,227,10,0,Low
449120,Nanobots,2.89,10,5,,259,0,292,4,2,Medium
449140,Istrolid,0.0,1899,276,,20,1,317,12,3,Low
449170,Gnomes Garden 2,3.99,51,2,,257,0,122,3,1,Medium
449200,Calcu-Late,0.79,172,124,,214,0,258,4,1,Medium
449210,Verdict Guilty - 유죄 평결,3.99,311,64,,241,0,265,7,1,Medium
449220,A grande bagunça espacial - The big space mess,0.79,639,386,,252,0,154,8,1,Medium
449440,The Big Elk,3.19,155,44,,137,0,94,7,3,Medium
449520,Rush for gold: California,2.79,24,13,,224,0,52,2,1,Medium
449530,Grand Pigeon's Duty,2.89,404,102,,284,0,140,15,3,Medium
449540,There's Poop In My Soup,0.79,3256,459,,350,0,264,11,1,High
449730,Ahnayro: The Dream World,3.99,147,16,,352,0,127,8,1,High
449760,Tenrow,1.99,121,26,,215,0,50,3,0,Medium
449800,Attack on Titan / A.O.T. Wings of Freedom,49.99,2501,479,,2492,0,314,20,6,High
449940,! That Bastard Is Trying To Steal Our Gold !,2.89,17,46,,396,0,50,5,1,High
449960,Book of Demons,19.99,5312,389,,124,0,289,20,3,Low
450190,MAZE LORD,3.99,159,44,,342,0,59,4,1,High
450290,Assault on Arnhem,6.99,22,18,,444,1,155,6,1,High
450390,The Lab,0.0,2926,145,,95,0,211,14,4,Low
450540,"Hot Dogs, Horseshoes & Hand Grenades",14.99,3054,99,,568,0,245,14,4,High
450850,Cube Land Arena,0.79,38,42,,411,0,215,4,1,High
450860,Andarilho,0.79,201,140,,413,0,54,19,2,High
450950,Danmaku Unlimited 3,6.99,108,13,,92,0,297,7,1,Low
451020,Battle Chasers: Nightwar,24.99,2987,375,,1387,0,212,14,1,High
451340,Gold Rush: The Game,15.49,3176,1787,,227,0,181,20,3,Medium
451350,Tropical Fish Shop 2,2.79,13,6,,214,0,104,3,0,Medium
451360,Fenrisulfr Puzzle,0.0,22,5,,13,0,47,4,0,Low
451660,Trucker,1.59,24,27,,513,0,94,3,1,High
451760,Highway Blossoms,10.29,1207,67,,537,0,229,15,0,High
451780,Trillion: God of Destruction,15.49,237,79,,1,0,246,10,3,Low
451830,One way to exit,1.59,87,21,,202,0,185,3,1,Medium
451880,Catch a Falling Star,0.79,360,137,,201,0,256,3,0,Medium
452060,Caveblazers,6.99,1389,192,,435,0,279,20,3,High
452230,Spellstone,0.0,204,112,,1,1,187,6,2,Low
452440,Flowers -Le volume sur printemps-,14.99,545,13,,580,0,271,7,0,High
452510,UNDER NIGHT IN-BIRTH Exe:Late,22.99,652,45,,568,0,81,14,2,High
452570,Battle Chef Brigade Deluxe,15.49,1025,34,,242,0,291,14,2,Medium
453000,Wave Beta,0.0,364,21,,13,0,95,12,1,Low
453090,Parkitect,23.79,1827,173,,401,0,203,18,2,High
453100,Frederic: Resurrection of Music Director's Cut,4.79,197,41,,290,1,209,8,2,Medium
453270,Madness Cubed,1.69,267,104,,241,0,162,13,4,Medium
453340,Hustle Cat,14.99,697,44,,5,0,246,12,0,Low
453480,Shadowverse CCG,0.0,5583,2008,,4126,1,341,18,5,High
453670,The Lost Souls,3.99,53,65,,230,0,188,4,0,Medium
453820,Hero Quest: Tower Conflict,0.79,72,188,,240,0,208,4,2,Medium
453850,Dear RED - Extended,1.99,184,90,,217,0,108,3,1,Medium
453960,Envy the Dead,0.79,134,60,,215,0,163,4,2,Medium
453980,Airstrike HD,1.69,185,154,,347,0,134,3,0,High
454040,Jackal,3.19,59,86,,198,0,293,3,1,Medium
454060,Blueprint Tycoon,1.99,760,177,,127,0,81,13,2,Low
454080,Burst,1.59,17,16,,283,0,168,2,0,Medium
454100,Dungeon Escape,2.79,375,108,,773,0,77,16,1,High
454150,Voxel Warfare Online,3.99,433,345,,232,0,145,9,4,Medium
454180,CrazyCars3D,1.99,134,69,,243,1,76,10,1,Medium
454200,Neon Hardcorps,0.79,111,126,,200,0,154,3,1,Medium
454220,The Temporal Invasion,5.19,66,19,,446,0,207,10,0,High
454230,SLG Remix,1.99,8,23,,167,0,223,7,0,Medium
454410,GIGA WRECKER,14.99,388,69,,32,0,215,12,1,Low
454460,JiPS,1.99,31,13,,292,0,148,13,0,Medium
454540,LuckCatchers,0.0,407,338,,4,0,170,12,6,Low
454650,DRAGON BALL XENOVERSE 2,39.99,9531,2495,,3194,0,202,20,7,High
454670,Piggy Princess,2.79,25,23,,233,0,177,3,1,Medium
454690,Cyber City 2157: The Visual Novel,4.79,101,73,,313,0,155,12,0,High
454870,Magic Quest,1.59,28,14,,255,0,105,6,2,Medium
454890,Project Starship,0.79,361,66,,223,0,178,6,1,Medium
454910,Twin Saga,0.0,406,182,,647,0,280,7,2,High
454930,Under Zero,3.19,251,502,,211,0,87,6,2,Medium
454950,Mainlining,10.29,170,41,,2,0,313,14,0,Low
455000,The Lost,4.79,39,24,,250,0,337,5,1,Medium
455020,Jackpot Poker by PokerStars,0.0,105,114,,24,0,291,7,1,Low
455120,Stay Close,5.99,252,185,,189,0,232,8,3,Medium
455400,PAC-MAN 256,3.99,811,81,,54,0,72,11,2,Low
455710,Project RPG Remastered,0.79,56,98,,204,0,294,7,2,Medium
455820,Omensight: Definitive Edition,15.49,492,76,,351,0,233,17,2,High
455910,STAR WARS™: Rogue Squadron 3D,7.19,470,195,,127,0,258,7,1,Low
455940,Odd||Even,0.79,49,40,,266,0,67,5,1,Medium
455980,Judgment: Apocalypse Survival Simulation,15.49,914,182,,1325,0,184,20,5,High
456430,Christmas Adventure: Candy Storm,1.59,218,24,,578,0,125,12,0,High
456660,Slime & Friends,0.79,21,30,,276,0,18,4,1,Medium
456670,Hand of Fate 2,23.79,2446,378,,303,0,265,11,3,High
456750,The Room Three,4.99,1216,38,,397,0,273,6,0,High
456810,Zombillie,3.99,134,50,,260,0,110,5,1,Medium
457140,Oxygen Not Included,18.99,16797,1205,,2115,0,237,19,4,High
457210,SEUM: Speedrunners from Hell,10.99,1017,51,,340,0,138,18,3,High
457330,High Octane Drift,0.0,2012,1932,,324,0,187,14,4,High
457420,Surgeon Simulator VR: Meet The Medic,0.0,157,47,,10,0,128,7,1,Low
457440,Watch This!,3.19,491,183,,151,0,251,5,1,Medium
457480,Domino Sky,2.79,204,32,,4,0,125,5,1,Low
457490,"Forgotten, Not Lost - A Kinetic Novel",1.59,171,24,,273,0,341,8,1,Medium
457550,Bigscreen Beta,0.0,975,127,,153,1,257,4,1,Medium
457570,Camp Sunshine,2.09,175,19,,204,0,289,8,1,Medium
457580,The Visitor,0.79,149,44,,7,0,248,4,0,Low
457590,Luna Online: Reborn,0.0,153,125,,1970,0,192,7,2,High
457820,Outrage,2.79,78,44,,239,0,211,5,1,Medium
457890,TumbleSeed,10.99,137,38,,5,0,108,7,2,Low
457960,Holopoint,10.99,607,60,,162,0,202,5,1,Medium
458030,StarFringe: Adversus,4.99,19,14,,25,0,227,5,1,Low
458170,SpiritSphere,7.19,34,3,,26,0,195,5,1,Low
458480,Mythic Wonders: The Philosopher's Stone,6.99,162,21,,214,0,29,16,0,Medium
458520,Wrath of Anna,15.49,86,138,,155,0,130,15,6,Medium
458540,Lines,3.99,58,7,,225,0,200,3,0,Medium
458600,ZRoll,0.79,62,38,,208,0,186,4,1,Medium
458630,Political Animals,10.99,84,30,,454,0,245,20,1,High
458710,Kingdom Rush Frontiers,6.99,2504,109,,342,0,282,6,1,High
458730,Conception II: Children of the Seven Stars,14.99,389,67,,137,0,259,12,1,Medium
458760,Palinurus,0.0,199,7,,1,0,286,4,0,Low
458940,The Atomy,3.19,58,99,,237,0,216,4,1,Medium
459020,Melting Hearts: Our Love Will Grow 2,3.99,30,23,,219,0,218,9,1,Medium
459100,Epsilon corp.,3.19,95,49,,229,0,245,5,2,Medium
459220,Halo Wars: Definitive Edition,15.99,2471,374,,497,0,273,17,6,High
459410,Sector 724,4.99,6,3,,394,0,331,2,1,High
459820,Crush Crush,0.0,7239,982,,2735,0,212,20,1,High
460060,Varenje,0.0,602,65,,2,0,138,8,0,Low
460120,Megadimension Neptunia VII,23.79,2357,103,,656,0,273,20,3,High
460160,The Leisure of Grisaia,1.99,223,21,,2,0,271,6,0,Low
460700,Song of the Deep,10.99,507,108,,306,0,257,10,1,High
460790,Bayonetta,14.99,8866,843,,232,0,214,20,1,Medium
460810,Vanquish,14.99,2360,327,,490,0,274,20,2,High
460910,A-Gents,3.99,96,23,,189,0,222,8,1,Medium
460920,Steep™,25.99,7802,2603,,724,0,233,20,5,High
460930,Tom Clancy's Ghost Recon® Wildlands,41.99,26547,9944,,1987,0,180,20,11,High
460940,Father´s Island,3.99,29,18,,306,0,238,6,0,High
460950,Katana ZERO,11.39,1848,44,,211,0,202,20,1,Medium
460960,The Deed: Dynasty,1.99,273,41,,224,0,255,19,1,Medium
461010,Roll'd,0.79,181,45,,211,1,65,5,2,Medium
461030,A Long Way Home,1.59,22,12,,2,0,223,4,0,Low
461140,Klabi,0.79,322,311,,346,0,173,17,1,High
461230,Dashy Square,2.09,159,18,,316,0,75,10,1,High
461380,A Princess' Tale,3.99,17,12,,128,0,180,5,1,Low
461390,Bulby - Diamond Course,1.99,14,12,,149,0,238,8,2,Medium
461490,Kaboom Monsters,1.99,59,42,,203,0,331,6,1,Medium
461520,Grizzly Valley,3.99,85,108,,257,0,174,9,4,Medium
461560,MANDAGON,0.0,4600,249,,21233,0,156,18,1,High
461640,Sins Of The Demon RPG,0.79,659,112,,278,0,182,20,4,Medium
461690,Iron Impact,3.19,175,26,,244,0,125,6,2,Medium
461720,Tank Blast,3.19,227,112,,310,0,199,5,1,High
461730,Blaite,0.79,244,120,,278,0,146,6,1,Medium
461750,Ghoul Kid,0.0,86,36,,6,0,269,5,1,Low
461760,Reptilian Rebellion,2.09,45,16,,241,0,50,3,1,Medium
461840,Zenge,0.79,2325,100,,133,0,78,7,0,Medium
461850,Abrix the robot,6.99,50,21,,295,0,221,4,1,High
461880,Hyposphere,1.99,92,75,,321,0,175,3,0,High
461890,NORTH,0.79,243,124,,191,0,256,4,0,Medium
461910,Forge of Gods (RPG),0.0,2082,600,,89,0,244,20,4,Low
461950,Beat Cop,11.49,1560,323,,65,0,305,18,0,Low
462030,BitRay,0.79,360,132,,202,0,132,3,0,Medium
462110,3 Coins At School,3.99,21,49,,368,0,89,5,1,High
462200,Dungetris,3.19,380,104,,301,0,118,12,2,High
462220,Mahjong Deluxe 3,2.89,57,28,,235,0,135,2,0,Medium
462400,Slide Ride Arcade,3.99,3,2,,387,0,207,3,0,High
462480,Sweet Escape VR,3.99,43,7,,89,0,105,12,3,Low
462730,Townopolis,2.79,41,22,,204,0,289,4,1,Medium
462770,Pyre,15.49,4306,452,,257,0,252,20,2,Medium
462780,Darksiders Warmastered Edition,19.99,5250,933,,326,0,214,20,4,High
462930,AdVenture Communist,0.0,2493,1149,,261,0,41,13,1,Medium
462960,Caveman World: Mountains of Unga Boonga,1.59,330,170,,1529,0,296,17,0,High
462990,Tomoyo After ~It's a Wonderful Life~ English Edition,14.99,240,12,,280,0,245,13,2,Medium
463000,Hero Battle,5.19,100,53,,267,0,51,2,1,Medium
463020,Wander No More,0.0,104,12,,7,0,308,6,0,Low
463030,Bottle,1.59,152,93,,319,0,170,14,0,High
463040,Experience,3.19,73,74,,255,0,241,3,1,Medium
463050,The Pit And The Pendulum,3.19,69,138,,297,0,218,4,0,High
463100,Liveza: Death of the Earth,1.99,82,55,,223,0,301,3,0,Medium
463110,Farnham Fables,0.79,237,84,,215,0,176,10,0,Medium
463150,BARRIER X,1.99,1704,246,,673,0,148,20,3,High
463180,Super Blue Fighter,0.0,81,26,,206,0,45,4,1,Medium
463210,State of Anarchy,0.79,795,144,,224,0,190,11,2,Medium
463220,Dungeon of Zolthan,0.79,329,101,,234,0,256,15,1,Medium
463240,Magma Chamber,0.79,26,10,,242,0,76,6,2,Medium
463250,One Tower,0.0,35,45,,9,0,316,11,3,Low
463270,Ghost 1.0,9.99,1364,100,,11,0,276,15,2,Low
463520,Pristine world,3.99,67,47,,122,0,145,5,2,Low
463530,Empires of the Undergrowth,15.99,1117,107,,863,0,299,9,2,High
463550,Neon Space ULTRA,1.99,129,41,,251,0,176,4,1,Medium
463670,Runeyana,0.0,23,18,,399,0,239,5,2,High
463710,Puzzle Galaxies,0.79,81,38,,206,0,282,3,0,Medium
463930,The Dweller,3.99,370,32,,103,0,206,5,1,Low
464060,RUINER,14.99,5278,543,,191,0,247,20,4,Medium
464150,Regalia: Of Men and Monarchs,15.49,219,48,,1937,0,244,8,2,High
464340,Syberia 3,23.79,800,822,,1302,0,297,13,1,High
464350,Screeps,10.99,736,97,,38805,0,269,20,3,High
464360,3030 Deathwar Redux - A Space Odyssey,10.99,722,32,,17,0,274,20,4,Low
464450,DoDonPachi Resurrection,22.99,410,16,,51,0,216,8,2,Low
464530,猫肉「Cat Meat」,0.79,14,6,,5,0,150,4,0,Low
464700,Maui,0.0,152,177,,16,0,180,12,4,Low
464760,Bibou,1.69,68,130,,235,0,45,17,1,Medium
464780,ChuSingura46+1 S,0.0,767,103,,240,0,301,12,0,Medium
464920,Surviving Mars,26.99,3942,1608,,2454,0,196,20,6,High
464960,Hiiro,1.99,225,24,,227,0,280,13,1,Medium
465020,Sector Six,7.19,126,8,,40,0,135,16,3,Low
465150,Mars Odyssey,5.59,34,9,,37,0,307,5,0,Low
465240,Serious Sam VR: The Last Hope,29.99,820,138,,8,0,45,10,3,Low
465510,Sinful Eden,4.99,14,20,,238,0,297,8,1,Medium
465520,PRICE,0.0,4198,233,,63481,0,203,17,0,High
465710,Heroes Tactics,0.0,120,83,,27,0,236,12,5,Low
465870,SHOCK TROOPERS 2nd Squad,5.59,21,18,,36,0,154,4,1,Low
466170,Idling to Rule the Gods,0.0,454,71,,7194,0,201,6,0,High
466240,Deceit,0.0,18666,6032,,469,0,296,20,7,High
466300,Planescape: Torment: Enhanced Edition,14.99,1134,60,,229,0,293,20,2,Medium
466420,Warriors' Wrath,1.99,48,20,,213,0,34,5,2,Medium
466480,Rage Pig,3.19,13,16,,271,0,250,5,1,Medium
466500,35MM,5.99,2113,873,,211,0,132,20,5,Medium
466560,Northgard,23.79,12214,2314,,601,0,150,20,5,High
466580,GOD's DEATH,2.79,7,13,,232,0,265,3,1,Medium
466660,Stash,0.0,433,186,,29,1,268,20,6,Low
466730,King's Guard TD,2.09,203,128,,239,0,224,6,1,Medium
466740,ARAYA,10.99,335,112,,19,0,293,6,1,Low
466790,PixBit,3.19,57,82,,255,0,176,2,1,Medium
466830,Remnants of a Beautiful Day,5.59,39,26,,239,0,162,6,0,Medium
466840,Super Space Pug,0.79,134,120,,219,0,249,3,1,Medium
466890,Z.I.O.N.,3.99,89,138,,384,0,163,3,2,High
466900,Hide & Spook: The Haunted Alchemist,0.0,30,1,,1,0,340,2,1,Low
466910,Worm.is: The Game,0.0,3550,879,,68,1,78,17,6,Low
466940,The Sandbox Evolution - Craft a 2D Pixel Universe!,0.0,341,228,,17,0,263,16,3,Low
467000,Insincere,2.79,113,98,,257,0,294,5,3,Medium
467210,Evo Explores,2.79,272,17,,180,0,50,3,0,Medium
467290,Starship Titanic,4.79,27,6,,3,0,242,4,0,Low
467310,Rogue Port - Red Nightmare,0.79,51,11,,295,0,124,14,2,High
467370,Escape This,0.79,249,284,,215,0,36,4,1,Medium
467390,Approaching Blocks,1.69,167,89,,188,0,226,3,0,Medium
467820,Zero G Arena,7.19,686,63,,49,1,101,8,2,Low
467900,SWORDY,10.99,62,26,,137,0,192,19,2,Medium
467930,SMASHING THE BATTLE,8.99,369,123,,162,0,183,8,1,Medium
467950,Survive in Space,4.99,165,58,,557,0,329,8,2,High
467960,Home Behind,4.79,3517,530,,1160,0,274,20,4,High
468000,Impact Winter,15.99,115,164,,212,0,258,4,1,Medium
468240,VR Regatta - The Sailing Game,15.49,95,8,,16,1,200,17,1,Low
468310,She Wants Me Dead,5.59,68,15,,253,0,260,5,1,Medium
468320,Mini Golf Mundo,2.09,65,68,,230,0,305,2,0,Medium
468490,Neon Space,4.99,314,81,,430,0,74,6,2,High
468530,A Date in the Park,0.0,906,143,,51,0,120,20,0,Low
468560,Blind Trust,0.0,709,660,,23,0,292,12,4,Low
468570,De-Void,5.59,49,38,,271,0,157,8,0,Medium
468700,NVIDIA® VR Funhouse,0.0,441,107,,183,0,232,7,1,Medium
468740,Snow Fortress,11.39,44,5,,33,0,226,6,2,Low
468800,Arkshot,3.99,94,26,,282,0,130,4,3,Medium
468920,Ultimate Fishing Simulator,14.99,1110,207,,99,0,181,20,5,Low
468930,Phantaruk,3.99,86,56,,2,0,287,9,1,Low
469600,Legion TD 2,15.49,1425,507,,878,0,116,6,2,High
469610,Rick and Morty: Virtual Rick-ality,22.99,724,250,,292,0,182,13,0,Medium
469730,Super Mega Neo Pug,0.79,564,116,,222,0,282,6,1,Medium
469820,Genital Jousting,5.19,4826,468,,64,0,256,20,3,Low
469830,Fable Fortune,0.0,365,153,,82,0,303,7,3,Low
469890,Space Codex,0.79,188,46,,264,0,294,5,0,Medium
469920,hackmud,14.99,437,137,,319,1,288,10,1,High
470130,Eclipse --- Defending the motherland,0.0,22,21,,1,0,207,11,2,Low
470210,Rocketbirds 2 Evolution,6.99,203,62,,258,0,285,8,2,Medium
470220,UNO,8.59,2923,2015,,284,0,244,11,4,Medium
470260,Event[0],14.99,1339,335,,131,0,133,20,0,Low
470270,Tribal Pass,4.79,224,58,,249,0,105,14,1,Medium
470600,Video blogger Story,3.19,401,256,,275,0,229,5,0,Medium
470740,Demolish & Build 2017,14.99,322,99,,134,0,287,5,1,Medium
470780,She Remembered Caterpillars,8.99,162,7,,34,0,281,3,0,Low
471010,Seven: Enhanced Edition,27.99,531,156,,69,0,243,17,3,Low
471170,Romopolis,2.79,52,21,,195,0,301,5,1,Medium
471260,Osozaki 遅咲き Late Blooming - First,6.99,38,14,,122,0,226,10,0,Low
471330,VERSUS SQUAD,5.99,389,88,,338,1,288,18,8,High
471550,Nine Parchments,15.49,934,344,,221,0,113,12,5,Medium
471710,Rec Room,0.0,3431,225,,54,1,309,16,5,Low
471910,Soul of the Devil,1.99,38,36,,318,0,221,7,2,High
472680,Elisa: The Innkeeper - Prequel,0.0,521,146,,23,0,203,11,0,Low
472870,Higurashi When They Cry Hou - Ch.3 Tatarigoroshi,5.59,176,6,,476,0,273,11,0,High
473140,BomberZone,0.79,44,24,,293,0,141,3,1,High
473460,Memory Oblivion Box,6.99,546,46,,805,0,56,5,0,High
473470,Purgatory,0.79,120,71,,230,0,120,7,3,Medium
473510,Gal-X-E,1.69,55,6,,210,0,206,5,1,Medium
473520,Autumn,1.99,101,77,,210,0,249,4,1,Medium
473560,Cosmic Dust & Rust,0.79,230,166,,222,0,238,7,2,Medium
473670,The Dolls: Reborn,3.99,107,123,,197,0,127,3,0,Medium
473690,Absolver,24.99,6395,3283,,796,0,244,20,9,High
473710,EeOneGuy Adventure,0.79,210,328,,243,0,49,5,1,Medium
473730,Physic Monster,3.19,66,97,,264,0,293,4,1,Medium
473740,Crystal City,3.19,1026,145,,273,0,263,10,0,Medium
473770,BallisticNG,5.79,1142,117,,23,1,296,15,2,Low
473810,Killbot,0.79,43,65,,215,0,20,7,2,Medium
474010,The NADI Project,0.0,230,128,,10,0,140,20,5,Low
474030,The Abbey of Crime Extensum,0.0,146,22,,190625,0,196,5,0,High
474050,Candy Blast,0.79,46,46,,204,0,36,3,0,Medium
474210,BUTCHER,6.99,555,53,,110,0,223,12,2,Low
474750,Reigns,1.99,4939,579,,59,0,175,20,2,Low
474810,Dorke and Ymp,3.99,9,4,,418,0,199,3,1,High
